string;lexicality;ope;behaviour
Bubul;non-word;255.0;0
Cahpa;non-word;255.0;0
Cechu;non-word;255.0;0
Claps;non-word;255.0;0
Dackt;non-word;255.0;0
Decht;non-word;255.0;0
Deven;non-word;255.0;0
Deves;non-word;255.0;0
Diech;non-word;255.0;0
Dinau;non-word;255.0;0
Divir;non-word;255.0;0
Dogmo;non-word;255.0;0
Döhnö;non-word;255.0;0
Döltö;non-word;255.0;0
Eenen;non-word;255.0;0
Emgab;non-word;255.0;0
Ennus;non-word;255.0;0
Entok;non-word;255.0;0
Epfel;non-word;255.0;0
Eptek;non-word;255.0;0
Erain;non-word;255.0;0
Erron;non-word;255.0;0
Esaun;non-word;255.0;0
Eschu;non-word;255.0;0
Eslom;non-word;255.0;0
Estar;non-word;255.0;0
Fabal;non-word;255.0;0
Fählt;non-word;255.0;0
Fanda;non-word;255.0;0
Fanft;non-word;255.0;0
Farmt;non-word;255.0;0
Fausa;non-word;255.0;0
Fealt;non-word;255.0;0
Feßen;non-word;255.0;0
Fiene;non-word;255.0;0
Fisir;non-word;255.0;0
Fitis;non-word;255.0;0
Fjerd;non-word;255.0;0
Flegs;non-word;255.0;0
Flert;non-word;255.0;0
Flich;non-word;255.0;0
Fluhu;non-word;255.0;0
Fongt;non-word;255.0;0
Fotto;non-word;255.0;0
Fregt;non-word;255.0;0
Frinz;non-word;255.0;0
Fröhö;non-word;255.0;0
Fröss;non-word;255.0;0
Futul;non-word;255.0;0
Gaban;non-word;255.0;0
Gägän;non-word;255.0;0
Garta;non-word;255.0;0
Gäsäs;non-word;255.0;0
Gefte;non-word;255.0;0
Gengs;non-word;255.0;0
Gennt;non-word;255.0;0
Getem;non-word;255.0;0
Ginis;non-word;255.0;0
Ginzi;non-word;255.0;0
Gisiß;non-word;255.0;0
Gisti;non-word;255.0;0
Gitei;non-word;255.0;0
Glott;non-word;255.0;0
Gommo;non-word;255.0;0
Gonon;non-word;255.0;0
Grahf;non-word;255.0;0
Grall;non-word;255.0;0
Grehe;non-word;255.0;0
Grömm;non-word;255.0;0
Gullu;non-word;255.0;0
Hahft;non-word;255.0;0
Hahir;non-word;255.0;0
Händä;non-word;255.0;0
Hännä;non-word;255.0;0
Hansa;non-word;255.0;0
Häsär;non-word;255.0;0
Hatar;non-word;255.0;0
Hehen;non-word;255.0;0
Heibe;non-word;255.0;0
Hende;non-word;255.0;0
Hepft;non-word;255.0;0
Heudu;non-word;255.0;0
Heums;non-word;255.0;0
Hieli;non-word;255.0;0
Hilin;non-word;255.0;0
Hilms;non-word;255.0;0
Hirti;non-word;255.0;0
Hisin;non-word;255.0;0
Hobon;non-word;255.0;0
Höböt;non-word;255.0;0
Höhlö;non-word;255.0;0
Hokon;non-word;255.0;0
Höllö;non-word;255.0;0
Honry;non-word;255.0;0
Hordu;non-word;255.0;0
Hotto;non-word;255.0;0
Hufus;non-word;255.0;0
Hugul;non-word;255.0;0
Huhör;non-word;255.0;0
Hurku;non-word;255.0;0
Hurtu;non-word;255.0;0
Iband;non-word;255.0;0
Ichzt;non-word;255.0;0
Icken;non-word;255.0;0
Idels;non-word;255.0;0
Idils;non-word;255.0;0
Ihnon;non-word;255.0;0
Illan;non-word;255.0;0
Indas;non-word;255.0;0
Irben;non-word;255.0;0
Irnst;non-word;255.0;0
Irnta;non-word;255.0;0
Itidi;non-word;255.0;0
Ixtra;non-word;255.0;0
Jecke;non-word;255.0;0
Jirir;non-word;255.0;0
Judun;non-word;255.0;0
Kacha;non-word;255.0;0
Kapfa;non-word;255.0;0
Kästä;non-word;255.0;0
Kedes;non-word;255.0;0
Keian;non-word;255.0;0
Kepfe;non-word;255.0;0
Kereu;non-word;255.0;0
Keute;non-word;255.0;0
Kihni;non-word;255.0;0
Kinti;non-word;255.0;0
Kipft;non-word;255.0;0
Kippi;non-word;255.0;0
Kirdi;non-word;255.0;0
Klaga;non-word;255.0;0
Kleck;non-word;255.0;0
Kleus;non-word;255.0;0
Klumm;non-word;255.0;0
Klung;non-word;255.0;0
Knapf;non-word;255.0;0
Knupf;non-word;255.0;0
Kobro;non-word;255.0;0
Kofor;non-word;255.0;0
Köhns;non-word;255.0;0
Köntö;non-word;255.0;0
Körso;non-word;255.0;0
Körzo;non-word;255.0;0
Köthö;non-word;255.0;0
Krahz;non-word;255.0;0
Krant;non-word;255.0;0
Krenk;non-word;255.0;0
Krims;non-word;255.0;0
Kruhs;non-word;255.0;0
Kruns;non-word;255.0;0
Kubul;non-word;255.0;0
Lahfa;non-word;255.0;0
Lahna;non-word;255.0;0
Laici;non-word;255.0;0
Lätäs;non-word;255.0;0
Lauht;non-word;255.0;0
Lebby;non-word;255.0;0
Lefte;non-word;255.0;0
Leken;non-word;255.0;0
Lesst;non-word;255.0;0
Libir;non-word;255.0;0
Lihst;non-word;255.0;0
Linin;non-word;255.0;0
Listi;non-word;255.0;0
Lobto;non-word;255.0;0
Lohso;non-word;255.0;0
Lokol;non-word;255.0;0
Lömöt;non-word;255.0;0
Lösön;non-word;255.0;0
Lubst;non-word;255.0;0
Lundi;non-word;255.0;0
Mahsa;non-word;255.0;0
Matta;non-word;255.0;0
Maxan;non-word;255.0;0
Medes;non-word;255.0;0
Mehlt;non-word;255.0;0
Melti;non-word;255.0;0
Menen;non-word;255.0;0
Midil;non-word;255.0;0
Milin;non-word;255.0;0
Mirki;non-word;255.0;0
Mißis;non-word;255.0;0
Mitti;non-word;255.0;0
Mocko;non-word;255.0;0
Mödeu;non-word;255.0;0
Morgo;non-word;255.0;0
Motol;non-word;255.0;0
Möwön;non-word;255.0;0
Mulur;non-word;255.0;0
Mumus;non-word;255.0;0
Nabal;non-word;255.0;0
Napal;non-word;255.0;0
Natan;non-word;255.0;0
Natar;non-word;255.0;0
Natta;non-word;255.0;0
Nehgt;non-word;255.0;0
Nickt;non-word;255.0;0
Nihri;non-word;255.0;0
Nöblö;non-word;255.0;0
Nöbst;non-word;255.0;0
Nöckö;non-word;255.0;0
Noito;non-word;255.0;0
Norvo;non-word;255.0;0
Nösön;non-word;255.0;0
Nutzu;non-word;255.0;0
Nylen;non-word;255.0;0
Odalt;non-word;255.0;0
Ödlor;non-word;255.0;0
Oenin;non-word;255.0;0
Ohnst;non-word;255.0;0
Öktie;non-word;255.0;0
Öllau;non-word;255.0;0
Onreh;non-word;255.0;0
Oppig;non-word;255.0;0
Orhab;non-word;255.0;0
Öteme;non-word;255.0;0
Ottis;non-word;255.0;0
Owögö;non-word;255.0;0
Ozäun;non-word;255.0;0
Palza;non-word;255.0;0
Perkt;non-word;255.0;0
Pfihl;non-word;255.0;0
Pfiii;non-word;255.0;0
Pfudu;non-word;255.0;0
Pigil;non-word;255.0;0
Pinni;non-word;255.0;0
Plana;non-word;255.0;0
Plint;non-word;255.0;0
Plugu;non-word;255.0;0
Pömpt;non-word;255.0;0
Poppo;non-word;255.0;0
Potzt;non-word;255.0;0
Prebe;non-word;255.0;0
Profo;non-word;255.0;0
Pruxy;non-word;255.0;0
Psölm;non-word;255.0;0
Purty;non-word;255.0;0
Puxil;non-word;255.0;0
Ragar;non-word;255.0;0
Rahms;non-word;255.0;0
Randa;non-word;255.0;0
Rasat;non-word;255.0;0
Rassa;non-word;255.0;0
Rauha;non-word;255.0;0
Raupi;non-word;255.0;0
Rausu;non-word;255.0;0
Rehst;non-word;255.0;0
Reten;non-word;255.0;0
Reusu;non-word;255.0;0
Reuzo;non-word;255.0;0
Rigil;non-word;255.0;0
Rocho;non-word;255.0;0
Romon;non-word;255.0;0
Rösön;non-word;255.0;0
Roton;non-word;255.0;0
Rotos;non-word;255.0;0
Ruffu;non-word;255.0;0
Ruhru;non-word;255.0;0
Salch;non-word;255.0;0
Salet;non-word;255.0;0
Samma;non-word;255.0;0
Satta;non-word;255.0;0
Sauha;non-word;255.0;0
Schib;non-word;255.0;0
Schil;non-word;255.0;0
Schor;non-word;255.0;0
Segtä;non-word;255.0;0
Seshe;non-word;255.0;0
Seugt;non-word;255.0;0
Sifti;non-word;255.0;0
Sihls;non-word;255.0;0
Sihni;non-word;255.0;0
Sirgi;non-word;255.0;0
Smugs;non-word;255.0;0
Sodot;non-word;255.0;0
Sofos;non-word;255.0;0
Sohbt;non-word;255.0;0
Söhgs;non-word;255.0;0
Solzo;non-word;255.0;0
Söndö;non-word;255.0;0
Sonko;non-word;255.0;0
Sönör;non-word;255.0;0
Sowoe;non-word;255.0;0
Späks;non-word;255.0;0
Speil;non-word;255.0;0
Spert;non-word;255.0;0
Spilt;non-word;255.0;0
Starm;non-word;255.0;0
Starn;non-word;255.0;0
Sters;non-word;255.0;0
Stöch;non-word;255.0;0
Stöfö;non-word;255.0;0
Stömm;non-word;255.0;0
Stött;non-word;255.0;0
Sturt;non-word;255.0;0
Sulun;non-word;255.0;0
Tapps;non-word;255.0;0
Tasts;non-word;255.0;0
Tatal;non-word;255.0;0
Tenzt;non-word;255.0;0
Teten;non-word;255.0;0
Tifil;non-word;255.0;0
Tings;non-word;255.0;0
Tinni;non-word;255.0;0
Tippi;non-word;255.0;0
Tirms;non-word;255.0;0
Titim;non-word;255.0;0
Titin;non-word;255.0;0
Töbön;non-word;255.0;0
Töböt;non-word;255.0;0
Töckt;non-word;255.0;0
Toigo;non-word;255.0;0
Tosto;non-word;255.0;0
Toton;non-word;255.0;0
Trass;non-word;255.0;0
Trege;non-word;255.0;0
Trehe;non-word;255.0;0
Trepf;non-word;255.0;0
Tronk;non-word;255.0;0
Truff;non-word;255.0;0
Typos;non-word;255.0;0
Uhmst;non-word;255.0;0
Uhran;non-word;255.0;0
Unarm;non-word;255.0;0
Vekel;non-word;255.0;0
Vemps;non-word;255.0;0
Veter;non-word;255.0;0
Vitim;non-word;255.0;0
Vörnö;non-word;255.0;0
Waban;non-word;255.0;0
Wackt;non-word;255.0;0
Wahan;non-word;255.0;0
Wahsa;non-word;255.0;0
Wahta;non-word;255.0;0
Wärkt;non-word;255.0;0
Wartu;non-word;255.0;0
Wechs;non-word;255.0;0
Weher;non-word;255.0;0
Wernt;non-word;255.0;0
Weuns;non-word;255.0;0
Wilfi;non-word;255.0;0
Wirin;non-word;255.0;0
Witin;non-word;255.0;0
Witzi;non-word;255.0;0
Wogon;non-word;255.0;0
Wohbo;non-word;255.0;0
Wohrt;non-word;255.0;0
Worbt;non-word;255.0;0
Worfo;non-word;255.0;0
Zahan;non-word;255.0;0
Zahga;non-word;255.0;0
Zanga;non-word;255.0;0
Zatat;non-word;255.0;0
Zätzä;non-word;255.0;0
Zauga;non-word;255.0;0
Zebre;non-word;255.0;0
Zidim;non-word;255.0;0
Zihlt;non-word;255.0;0
Zilti;non-word;255.0;0
Zöhlö;non-word;255.0;0
Zuhun;non-word;255.0;0
Zwack;non-word;255.0;0
Zwest;non-word;255.0;0
Zwöck;non-word;255.0;0
Zwoig;non-word;255.0;0
Zwong;non-word;255.0;0
Bdhnf;non-word;255.0;0
